id,title,genres,keywords,cast,vote_average,vote_count,soup
72197,The Pirates! In an Adventure with Scientists!,animation adventure family comedy,rivalry stop motion pirate aftercreditsstinger duringcreditsstinger,hugh grant brendan gleeson jeremy piven brian blessed salma hayek,6.4,374,rivalry stop motion pirate aftercreditsstinger duringcreditsstinger hugh grant brendan gleeson jeremy piven brian blessed salma hayek animation adventure family comedy
3580,Changeling,crime drama mystery,corruption mother nudity minister power,angelina jolie jeffrey donovan john malkovich geoff pierson amy ryan,7.3,1131,corruption mother nudity minister power angelina jolie jeffrey donovan john malkovich geoff pierson amy ryan crime drama mystery
12123,Chain Reaction,action drama science fiction thriller,fbi hydrogen bomb secret lab energy supply conspiracy,keanu reeves morgan freeman rachel weisz fred ward kevin dunn,5.3,284,fbi hydrogen bomb secret lab energy supply conspiracy keanu reeves morgan freeman rachel weisz fred ward kevin dunn action drama science fiction thriller
9566,The Fan,drama mystery thriller,sport luck san francisco giants child custody baseball pitcher,robert de niro wesley snipes ellen barkin john leguizamo benicio del toro,5.7,194,sport luck san francisco giants child custody baseball pitcher robert de niro wesley snipes ellen barkin john leguizamo benicio del toro drama mystery thriller
9833,The Phantom of the Opera,thriller drama romance,dancing obsession auction wheelchair rose,gerard butler emmy rossum patrick wilson miranda richardson minnie driver,7.0,438,dancing obsession auction wheelchair rose gerard butler emmy rossum patrick wilson miranda richardson minnie driver thriller drama romance
4517,Elizabeth: The Golden Age,drama history romance,england assassination spain virgin colony,cate blanchett clive owen geoffrey rush laurence fox tom hollander,6.6,303,england assassination spain virgin colony cate blanchett clive owen geoffrey rush laurence fox tom hollander drama history romance
8202,Æon Flux,action science fiction,martial arts dystopia surrealism based on cartoon shootout,charlize theron marton csokas jonny lee miller sophie okonedo frances mcdormand,5.4,703,martial arts dystopia surrealism based on cartoon shootout charlize theron marton csokas jonny lee miller sophie okonedo frances mcdormand action science fiction
19724,Imagine That,comedy,,eddie murphy thomas haden church yara shahidi ronny cox stephen rannazzisi,5.7,134, eddie murphy thomas haden church yara shahidi ronny cox stephen rannazzisi comedy
145220,Muppets Most Wanted,comedy adventure crime family,musical the muppets,ricky gervais ty burrell tina fey steve whitmire eric jacobson,6.2,316,musical the muppets ricky gervais ty burrell tina fey steve whitmire eric jacobson comedy adventure crime family
42297,Burlesque,drama romance,musical los angeles burlesque burlesque dancer,cher christina aguilera eric dane cam gigandet julianne hough,6.9,573,musical los angeles burlesque burlesque dancer cher christina aguilera eric dane cam gigandet julianne hough drama romance
2841,A Very Long Engagement,drama,paris prostitute loss of lover amnesia bodily disabled person,audrey tautou gaspard ulliel dominique pinon chantal neuwirth andrue dussollier,7.1,346,paris prostitute loss of lover amnesia bodily disabled person audrey tautou gaspard ulliel dominique pinon chantal neuwirth andrue dussollier drama
802,Lolita,drama romance,sexual obsession hotel depression loss of mother small town,james mason sue lyon shelley winters peter sellers lois maxwell,7.3,395,sexual obsession hotel depression loss of mother small town james mason sue lyon shelley winters peter sellers lois maxwell drama romance
10375,D-Tox,action thriller,alcoholism serial killer hospital police officer detox,sylvester stallone courtney b vance tom berenger charles s dutton jeffrey wright,5.3,123,alcoholism serial killer hospital police officer detox sylvester stallone courtney b vance tom berenger charles s dutton jeffrey wright action thriller
36586,Blade II,fantasy horror action thriller,katana mutation vampire silver superhero,wesley snipes kris kristofferson ron perlman leonor varela norman reedus,6.2,1528,katana mutation vampire silver superhero wesley snipes kris kristofferson ron perlman leonor varela norman reedus fantasy horror action thriller
11321,Seven Pounds,drama,vegetarian tax collector pianist blind organ transplant,will smith rosario dawson sarah jane morris woody harrelson michael ealy,7.5,2039,vegetarian tax collector pianist blind organ transplant will smith rosario dawson sarah jane morris woody harrelson michael ealy drama
70074,Bullet to the Head,action crime thriller,,sylvester stallone sung kang sarah shahi adewale akinnuoyeagbaje jason momoa,5.2,481, sylvester stallone sung kang sarah shahi adewale akinnuoyeagbaje jason momoa action crime thriller
242,The Godfather: Part III,crime drama thriller,italy christianity new york assassination italoamerican,al pacino diane keaton andy garcueda talia shire sofia coppola,7.1,1546,italy christianity new york assassination italoamerican al pacino diane keaton andy garcueda talia shire sofia coppola crime drama thriller
9621,Elizabethtown,comedy drama romance,suicide hotel room suicide attempt new love funeral,orlando bloom kirsten dunst susan sarandon alec baldwin bruce mcgill,6.1,327,suicide hotel room suicide attempt new love funeral orlando bloom kirsten dunst susan sarandon alec baldwin bruce mcgill comedy drama romance
1819,"You, Me and Dupree",comedy romance,roommate love of ones life newlywed,kate hudson owen wilson matt dillon michael douglas seth rogen,5.4,407,roommate love of ones life newlywed kate hudson owen wilson matt dillon michael douglas seth rogen comedy romance
8536,Superman II,action adventure fantasy science fiction,saving the world dc comics sequel superhero based on comic book,gene hackman christopher reeve ned beatty jackie cooper sarah douglas,6.5,629,saving the world dc comics sequel superhero based on comic book gene hackman christopher reeve ned beatty jackie cooper sarah douglas action adventure fantasy science fiction
8046,Gigli,drama,new york mentally disabled kidnapping blackmail mission of murder,ben affleck jennifer lopez justin bartha lainie kazan lenny venito,3.5,104,new york mentally disabled kidnapping blackmail mission of murder ben affleck jennifer lopez justin bartha lainie kazan lenny venito drama
479,Shaft,action adventure crime thriller,corruption black people italoamerican brother sister relationship drug dealer,samuel l jackson jeffrey wright christian bale busta rhymes dan hedaya,5.5,308,corruption black people italoamerican brother sister relationship drug dealer samuel l jackson jeffrey wright christian bale busta rhymes dan hedaya action adventure crime thriller
9444,Anastasia,animation family,tzar musical russian revolution train explosion foreign language adaptation,meg ryan john cusack christopher lloyd angela lansbury hank azaria,7.4,1432,tzar musical russian revolution train explosion foreign language adaptation meg ryan john cusack christopher lloyd angela lansbury hank azaria animation family
824,Moulin Rouge!,drama music romance,duke musical writers block music terminal illness,nicole kidman ewan mcgregor john leguizamo jim broadbent richard roxburgh,7.4,1300,duke musical writers block music terminal illness nicole kidman ewan mcgregor john leguizamo jim broadbent richard roxburgh drama music romance
11456,Domestic Disturbance,mystery thriller crime,menace adoption dangerous adoptive father threat to death,john travolta vince vaughn teri polo matt oleary steve buscemi,5.4,113,menace adoption dangerous adoptive father threat to death john travolta vince vaughn teri polo matt oleary steve buscemi mystery thriller crime
261023,Black Mass,crime drama,boston based on true story organized crime,johnny depp joel edgerton benedict cumberbatch dakota johnson kevin bacon,6.3,1242,boston based on true story organized crime johnny depp joel edgerton benedict cumberbatch dakota johnson kevin bacon crime drama
3683,Flags of Our Fathers,war drama history,world war ii dying and death pacific iwo jima aftercreditsstinger,ryan phillippe adam beach jesse bradford john benjamin hickey john slattery,6.7,526,world war ii dying and death pacific iwo jima aftercreditsstinger ryan phillippe adam beach jesse bradford john benjamin hickey john slattery war drama history
22803,Law Abiding Citizen,drama crime thriller,tattoo secret passage baseball bat deal explosion,jamie foxx gerard butler colm meaney bruce mcgill leslie bibb,7.2,1486,tattoo secret passage baseball bat deal explosion jamie foxx gerard butler colm meaney bruce mcgill leslie bibb drama crime thriller
285923,Grindhouse,thriller action horror,exploitation slasher zombie killer,kurt russell zoueb bell rosario dawson vanessa ferlito sydney tamiia poitier,6.8,459,exploitation slasher zombie killer kurt russell zoueb bell rosario dawson vanessa ferlito sydney tamiia poitier thriller action horror
640,Catch Me If You Can,drama crime,con man biography fbi agent overhead camera shot attempted jailbreak,leonardo dicaprio tom hanks christopher walken martin sheen nathalie baye,7.7,3795,con man biography fbi agent overhead camera shot attempted jailbreak leonardo dicaprio tom hanks christopher walken martin sheen nathalie baye drama crime
97630,Zero Dark Thirty,thriller drama history,assassination cia hotel terrorist prisoner,jessica chastain jason clarke mark strong joel edgerton chris pratt,6.7,1702,assassination cia hotel terrorist prisoner jessica chastain jason clarke mark strong joel edgerton chris pratt thriller drama history
9767,The Break-Up,romance comedy,bowling chicago american football flat baseball,vince vaughn jennifer aniston joey lauren adams cole hauser jon favreau,5.6,832,bowling chicago american football flat baseball vince vaughn jennifer aniston joey lauren adams cole hauser jon favreau romance comedy
11631,Mamma Mia!,comedy romance,single parent greece musical daughter single,meryl streep pierce brosnan amanda seyfried colin firth stellan skarsguerd,6.4,1386,single parent greece musical daughter single meryl streep pierce brosnan amanda seyfried colin firth stellan skarsguerd comedy romance
32856,Valentine's Day,comedy romance,flower married couple florist kiss single,jessica alba jessica biel bradley cooper eric dane patrick dempsey,5.7,1013,flower married couple florist kiss single jessica alba jessica biel bradley cooper eric dane patrick dempsey comedy romance
6519,The Dukes of Hazzard,action adventure comedy,sheriff farm bikini redneck moonshine,johnny knoxville seann william scott jessica simpson willie nelson burt reynolds,5.1,316,sheriff farm bikini redneck moonshine johnny knoxville seann william scott jessica simpson willie nelson burt reynolds action adventure comedy
8741,The Thin Red Line,drama history war,based on novel japanese world war ii battle assignment invasion,sean penn adrien brody jim caviezel ben chaplin george clooney,7.2,771,based on novel japanese world war ii battle assignment invasion sean penn adrien brody jim caviezel ben chaplin george clooney drama history war
49520,The Change-Up,comedy,jealousy chance wish change man change,olivia wilde ryan reynolds jason bateman leslie mann mircea monroe,5.9,736,jealousy chance wish change man change olivia wilde ryan reynolds jason bateman leslie mann mircea monroe comedy
1850,Man on the Moon,comedy drama romance,show business comedian wrestling,jim carrey courtney love bob zmuda danny devito gerry becker,6.9,435,show business comedian wrestling jim carrey courtney love bob zmuda danny devito gerry becker comedy drama romance
524,Casino,drama crime,poker drug abuse s overdose illegal prostitution,robert de niro sharon stone joe pesci james woods don rickles,7.8,1307,poker drug abuse s overdose illegal prostitution robert de niro sharon stone joe pesci james woods don rickles drama crime
26389,From Paris with Love,action crime thriller,paris cia undercover explosive pimp,john travolta jonathan rhys meyers kasia smutniak richard durden bing yin,6.1,675,paris cia undercover explosive pimp john travolta jonathan rhys meyers kasia smutniak richard durden bing yin action crime thriller
11817,Bulletproof Monk,action comedy fantasy,monk homeless person injection fall knife fight,seann william scott jaime king karel roden chow yunfat k c collins,5.1,278,monk homeless person injection fall knife fight seann william scott jaime king karel roden chow yunfat k c collins action comedy fantasy
2123,"Me, Myself & Irene",comedy,schizophrenia excop aftercreditsstinger duringcreditsstinger,jim carrey renuee zellweger anthony anderson robert forster richard jenkins,6.1,927,schizophrenia excop aftercreditsstinger duringcreditsstinger jim carrey renuee zellweger anthony anderson robert forster richard jenkins comedy
9907,Barnyard,animation comedy family,peasant farm cow cojote family,courteney cox kevin james sam elliott danny glover wanda sykes,5.3,225,peasant farm cow cojote family courteney cox kevin james sam elliott danny glover wanda sykes animation comedy family
9969,Deck the Halls,comedy family,holiday massachusetts neighbor christmas,danny devito matthew broderick kristin davis kristin chenoweth fred armisen,5.1,109,holiday massachusetts neighbor christmas danny devito matthew broderick kristin davis kristin chenoweth fred armisen comedy family
18239,The Twilight Saga: New Moon,adventure fantasy drama romance,moon cinema vampire werewolf fang vamp,kristen stewart robert pattinson taylor lautner billy burke ashley greene,5.6,2436,moon cinema vampire werewolf fang vamp kristen stewart robert pattinson taylor lautner billy burke ashley greene adventure fantasy drama romance
808,Shrek,adventure animation comedy family fantasy,magic liberation lordship castle robin hood,mike myers eddie murphy cameron diaz john lithgow vincent cassel,7.3,4056,magic liberation lordship castle robin hood mike myers eddie murphy cameron diaz john lithgow vincent cassel adventure animation comedy family fantasy
38050,The Adjustment Bureau,science fiction thriller romance,hotel dancer hat senator future,matt damon emily blunt john slattery anthony mackie lauren hodges,6.5,1652,hotel dancer hat senator future matt damon emily blunt john slattery anthony mackie lauren hodges science fiction thriller romance
8367,Robin Hood: Prince of Thieves,adventure,england crusade mercifulness robin hood folk hero,kevin costner morgan freeman christian slater mary elizabeth mastrantonio alan rickman,6.6,909,england crusade mercifulness robin hood folk hero kevin costner morgan freeman christian slater mary elizabeth mastrantonio alan rickman adventure
9390,Jerry Maguire,comedy drama romance,stadium career sport sports agent,tom cruise cuba gooding jr renuee zellweger kelly preston alison armitage,6.7,913,stadium career sport sports agent tom cruise cuba gooding jr renuee zellweger kelly preston alison armitage comedy drama romance
72105,Ted,comedy fantasy,friendship love teddy bear toy comes to life wishes come true,mark wahlberg mila kunis seth macfarlane joel mchale giovanni ribisi,6.3,4697,friendship love teddy bear toy comes to life wishes come true mark wahlberg mila kunis seth macfarlane joel mchale giovanni ribisi comedy fantasy
2898,As Good as It Gets,comedy romance,single parent waitress lone wolf friendship neighbor,jack nicholson helen hunt greg kinnear cuba gooding jr skeet ulrich,7.2,915,single parent waitress lone wolf friendship neighbor jack nicholson helen hunt greg kinnear cuba gooding jr skeet ulrich comedy romance
10312,Patch Adams,comedy drama,nurse hospital doctor laughter,robin williams philip seymour hoffman bob gunton peter coyote michael jeter,7.0,832,nurse hospital doctor laughter robin williams philip seymour hoffman bob gunton peter coyote michael jeter comedy drama
109443,Anchorman 2: The Legend Continues,comedy,journalism mustache tv news newsroom gang warfare,will ferrell steve carell paul rudd christina applegate david koechner,6.0,923,journalism mustache tv news newsroom gang warfare will ferrell steve carell paul rudd christina applegate david koechner comedy
2022,Mr. Deeds,comedy romance,love letter new hampshire ferrari liar city country contrast,adam sandler winona ryder john turturro allen covert peter gallagher,5.6,644,love letter new hampshire ferrari liar city country contrast adam sandler winona ryder john turturro allen covert peter gallagher comedy romance
37686,Super 8,thriller science fiction mystery,s secret alien train crash pistol,joel courtney elle fanning riley griffiths kyle chandler ryan lee,6.6,2435,s secret alien train crash pistol joel courtney elle fanning riley griffiths kyle chandler ryan lee thriller science fiction mystery
462,Erin Brockovich,drama,biography based on true story single mother water pollution environmental law,julia roberts albert finney aaron eckhart marg helgenberger cherry jones,7.1,716,biography based on true story single mother water pollution environmental law julia roberts albert finney aaron eckhart marg helgenberger cherry jones drama
9919,How to Lose a Guy in 10 Days,comedy romance,new york bet journalist therapist advertising expert,kate hudson matthew mcconaughey kathryn hahn annie parisse adam goldberg,6.3,850,new york bet journalist therapist advertising expert kate hudson matthew mcconaughey kathryn hahn annie parisse adam goldberg comedy romance
187017,22 Jump Street,crime comedy action,high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger,jonah hill channing tatum dave franco ice cube nick offerman,7.0,3319,high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger jonah hill channing tatum dave franco ice cube nick offerman crime comedy action
628,Interview with the Vampire,horror romance,paris san francisco vampire plantation pity,brad pitt tom cruise kirsten dunst antonio banderas christian slater,7.2,1516,paris san francisco vampire plantation pity brad pitt tom cruise kirsten dunst antonio banderas christian slater horror romance
10201,Yes Man,comedy,bungeejump scooter,jim carrey zooey deschanel rhys darby sasha alexander fionnula flanagan,6.4,1813,bungeejump scooter jim carrey zooey deschanel rhys darby sasha alexander fionnula flanagan comedy
302699,Central Intelligence,action comedy,spy cia espionage high school reunion reference to facebook,dwayne johnson kevin hart amy ryan aaron paul danielle nicolet,6.2,1650,spy cia espionage high school reunion reference to facebook dwayne johnson kevin hart amy ryan aaron paul danielle nicolet action comedy
9441,Stepmom,drama romance,divorce rebellious daughter freeze frame custody school play,julia roberts susan sarandon ed harris jena malone liam aiken,6.9,277,divorce rebellious daughter freeze frame custody school play julia roberts susan sarandon ed harris jena malone liam aiken drama romance
274167,Daddy's Home,comedy,daddys home,will ferrell mark wahlberg linda cardellini thomas haden church scarlett estevez,5.8,854,daddys home will ferrell mark wahlberg linda cardellini thomas haden church scarlett estevez comedy
224141,Into the Woods,fantasy comedy music,witch cinderella prince fairy tale musical,meryl streep emily blunt james corden anna kendrick chris pine,5.6,1652,witch cinderella prince fairy tale musical meryl streep emily blunt james corden anna kendrick chris pine fantasy comedy music
388,Inside Man,crime drama thriller,bank manager kidnapping nazi background document ultimatum,denzel washington clive owen jodie foster christopher plummer willem dafoe,7.3,1630,bank manager kidnapping nazi background document ultimatum denzel washington clive owen jodie foster christopher plummer willem dafoe crime drama thriller
2112,Payback,drama action thriller crime,new york heroin money criminal,mel gibson kris kristofferson gregg henry maria bello david paymer,6.7,548,new york heroin money criminal mel gibson kris kristofferson gregg henry maria bello david paymer drama action thriller crime
10329,Congo,action adventure drama mystery science fiction,gorilla kongo diamond mine diamond,laura linney dylan walsh ernie hudson tim curry grant heslov,5.0,213,gorilla kongo diamond mine diamond laura linney dylan walsh ernie hudson tim curry grant heslov action adventure drama mystery science fiction
74465,We Bought a Zoo,drama comedy family,zoo,matt damon scarlett johansson thomas haden church colin ford maggie elizabeth jones,6.5,909,zoo matt damon scarlett johansson thomas haden church colin ford maggie elizabeth jones drama comedy family
13811,Knowing,action adventure drama mystery science fiction,cataclysm code suspense end of the world time capsule,nicolas cage rose byrne chandler canterbury ben mendelsohn nadia townsend,5.9,1486,cataclysm code suspense end of the world time capsule nicolas cage rose byrne chandler canterbury ben mendelsohn nadia townsend action adventure drama mystery science fiction
6877,Failure to Launch,comedy,hotel mom romantic comedy lying living with parents pretend relationship,matthew mcconaughey sarah jessica parker zooey deschanel justin bartha bradley cooper,5.5,399,hotel mom romantic comedy lying living with parents pretend relationship matthew mcconaughey sarah jessica parker zooey deschanel justin bartha bradley cooper comedy
10320,The Ring Two,drama horror thriller,nun based on novel bath tub nightmare son,naomi watts simon baker elizabeth perkins david dorfman gary cole,5.4,632,nun based on novel bath tub nightmare son naomi watts simon baker elizabeth perkins david dorfman gary cole drama horror thriller
50646,"Crazy, Stupid, Love.",comedy drama romance,soulmates midlife crisis marriage crisis womanizer law school,steve carell julianne moore ryan gosling emma stone marisa tomei,7.0,2443,soulmates midlife crisis marriage crisis womanizer law school steve carell julianne moore ryan gosling emma stone marisa tomei comedy drama romance
8920,Garfield,animation comedy family,competition moderator lasagne garfield,bill murray breckin meyer jennifer love hewitt stephen tobolowsky evan arnold,5.2,820,competition moderator lasagne garfield bill murray breckin meyer jennifer love hewitt stephen tobolowsky evan arnold animation comedy family
13673,Christmas with the Kranks,comedy family,holiday christmas,tim allen jamie lee curtis dan aykroyd m emmet walsh elizabeth franz,5.2,193,holiday christmas tim allen jamie lee curtis dan aykroyd m emmet walsh elizabeth franz comedy family
60308,Moneyball,drama,underdog based on novel baseball teamwork sport,brad pitt jonah hill philip seymour hoffman robin wright chris pratt,7.0,1381,underdog based on novel baseball teamwork sport brad pitt jonah hill philip seymour hoffman robin wright chris pratt drama
6950,Outbreak,action drama science fiction thriller,river general research army serum,dustin hoffman rene russo morgan freeman kevin spacey cuba gooding jr,6.3,513,river general research army serum dustin hoffman rene russo morgan freeman kevin spacey cuba gooding jr action drama science fiction thriller
225574,Non-Stop,action thriller mystery,airplane conspiracy airplane crash cell phone hijack,liam neeson julianne moore scoot mcnairy michelle dockery nate parker,6.8,2268,airplane conspiracy airplane crash cell phone hijack liam neeson julianne moore scoot mcnairy michelle dockery nate parker action thriller mystery
13836,Race to Witch Mountain,adventure family fantasy science fiction thriller,spacecraft laser teleportation telekinesis alien,dwayne johnson annasophia robb alexander ludwig carla gugino chris marquette,5.5,509,spacecraft laser teleportation telekinesis alien dwayne johnson annasophia robb alexander ludwig carla gugino chris marquette adventure family fantasy science fiction thriller
752,V for Vendetta,action thriller fantasy,detective vatican fascism satanism fascist,natalie portman hugo weaving stephen rea stephen fry john hurt,7.7,4442,detective vatican fascism satanism fascist natalie portman hugo weaving stephen rea stephen fry john hurt action thriller fantasy
6038,Shanghai Knights,action adventure comedy western,london england indian territory emperor revenge murder,jackie chan owen wilson fann wong aaron taylorjohnson aidan gillen,6.0,692,london england indian territory emperor revenge murder jackie chan owen wilson fann wong aaron taylorjohnson aidan gillen action adventure comedy western
9975,Curious George,adventure animation comedy family,museum product placement balloon jungle monkey,will ferrell drew barrymore david cross eugene levy dick van dyke,6.2,106,museum product placement balloon jungle monkey will ferrell drew barrymore david cross eugene levy dick van dyke adventure animation comedy family
11451,Herbie Fully Loaded,comedy family adventure fantasy romance,car race victory car nascar woman director,lindsay lohan michael keaton matt dillon breckin meyer justin long,5.1,542,car race victory car nascar woman director lindsay lohan michael keaton matt dillon breckin meyer justin long comedy family adventure fantasy romance
12103,Don't Say a Word,thriller,cemetery diamant suspense psychiatrist killer,michael douglas sean bean brittany murphy skye mccole bartusiak guy torry,6.0,220,cemetery diamant suspense psychiatrist killer michael douglas sean bean brittany murphy skye mccole bartusiak guy torry thriller
60304,Hansel & Gretel: Witch Hunters,fantasy horror action,witch black magic steampunk good vs evil troll,jeremy renner gemma arterton famke janssen pihla viitala derek mears,5.7,3239,witch black magic steampunk good vs evil troll jeremy renner gemma arterton famke janssen pihla viitala derek mears fantasy horror action
2251,Unfaithful,thriller drama,adultery infidelity eroticism literature lover,richard gere diane lane olivier martinez erik per sullivan zeljko ivanek,6.3,276,adultery infidelity eroticism literature lover richard gere diane lane olivier martinez erik per sullivan zeljko ivanek thriller drama
46529,I Am Number Four,action thriller science fiction adventure,secret identity alien teenage boy teenage hero alien teenager,alex pettyfer timothy olyphant teresa palmer dianna agron callan mcauliffe,5.9,1567,secret identity alien teenage boy teenage hero alien teenager alex pettyfer timothy olyphant teresa palmer dianna agron callan mcauliffe action thriller science fiction adventure
231,Syriana,drama thriller,anti terror bomb assassination middle east lebanon,george clooney matt damon jeffrey wright chris cooper amanda peet,6.3,451,anti terror bomb assassination middle east lebanon george clooney matt damon jeffrey wright chris cooper amanda peet drama thriller
300671,13 Hours: The Secret Soldiers of Benghazi,action drama history thriller war,based on novel assault rifle mercenary libya biography,james badge dale john krasinski max martini pablo schreiber toby stephens,7.0,938,based on novel assault rifle mercenary libya biography james badge dale john krasinski max martini pablo schreiber toby stephens action drama history thriller war
228326,The Book of Life,romance animation adventure comedy family,love triangle afterlife day of the dead bullfighting,diego luna channing tatum zoe saldana christina applegate eugenio derbez,7.3,755,love triangle afterlife day of the dead bullfighting diego luna channing tatum zoe saldana christina applegate eugenio derbez romance animation adventure comedy family
9754,Firewall,thriller,bank technology blackmail hacker seattle,harrison ford paul bettany virginia madsen carly schroeder jimmy bennett,5.6,267,bank technology blackmail hacker seattle harrison ford paul bettany virginia madsen carly schroeder jimmy bennett thriller
66,Absolute Power,crime drama thriller,corruption assassination washington dc rape white house,clint eastwood gene hackman ed harris scott glenn laura linney,6.4,223,corruption assassination washington dc rape white house clint eastwood gene hackman ed harris scott glenn laura linney crime drama thriller
4421,G.I. Jane,action drama,poem middle east helicopter satellite navy,demi moore viggo mortensen anne bancroft jason beghe daniel von bargen,6.0,395,poem middle east helicopter satellite navy demi moore viggo mortensen anne bancroft jason beghe daniel von bargen action drama
2649,The Game,drama thriller mystery,brother brother relationship birthday danger of life birthday party surprising,michael douglas sean penn deborah kara unger james rebhorn spike jonze,7.5,1506,brother brother relationship birthday danger of life birthday party surprising michael douglas sean penn deborah kara unger james rebhorn spike jonze drama thriller mystery
588,Silent Hill,horror mystery,monster mother role burning of witches fog suffering,radha mitchell sean bean laurie holden deborah kara unger kim coates,6.3,1067,monster mother role burning of witches fog suffering radha mitchell sean bean laurie holden deborah kara unger kim coates horror mystery
10393,The Replacements,comedy,american football strike sport coach misfit,keanu reeves gene hackman brooke langton orlando jones faizon love,6.1,203,american football strike sport coach misfit keanu reeves gene hackman brooke langton orlando jones faizon love comedy
71552,American Reunion,comedy,wife husband relationship sequel family reunion masturbation scat,jason biggs alyson hannigan seann william scott chris klein thomas ian nicholas,6.1,1611,wife husband relationship sequel family reunion masturbation scat jason biggs alyson hannigan seann william scott chris klein thomas ian nicholas comedy
9631,The Negotiator,action adventure crime drama mystery,corruption hostage pension innocence police,samuel l jackson kevin spacey david morse ron rifkin john spencer,6.8,582,corruption hostage pension innocence police samuel l jackson kevin spacey david morse ron rifkin john spencer action adventure crime drama mystery
216282,Into the Storm,action thriller,tornado student found footage disaster movie,richard armitage sarah wayne callies matt walsh nathan kress alycia debnamcarey,5.8,817,tornado student found footage disaster movie richard armitage sarah wayne callies matt walsh nathan kress alycia debnamcarey action thriller
306,Beverly Hills Cop III,action comedy crime,detective undercover security camera carousel investigation,eddie murphy judge reinhold huector elizondo gilbert r hill timothy carhart,5.5,434,detective undercover security camera carousel investigation eddie murphy judge reinhold huector elizondo gilbert r hill timothy carhart action comedy crime
928,Gremlins 2: The New Batch,comedy horror fantasy,new york monster skyscraper mutant restaurant,zach galligan phoebe cates john glover robert prosky robert picardo,6.2,652,new york monster skyscraper mutant restaurant zach galligan phoebe cates john glover robert prosky robert picardo comedy horror fantasy
205587,The Judge,drama,father son relationship judge lawyer,robert duvall robert downey jr vera farmiga vincent donofrio jeremy strong,7.2,1417,father son relationship judge lawyer robert duvall robert downey jr vera farmiga vincent donofrio jeremy strong drama
6623,The Peacemaker,action thriller,helicopter terrorist nuclear missile bridge train crash,george clooney nicole kidman marcel iureu goran visnjic armin muellerstahl,5.8,255,helicopter terrorist nuclear missile bridge train crash george clooney nicole kidman marcel iureu goran visnjic armin muellerstahl action thriller
1577,Resident Evil: Apocalypse,horror action science fiction,martial arts mutant dystopia rescue conspiracy,milla jovovich sienna guillory oded fehr thomas kretschmann sophie vavasseur,6.1,1267,martial arts mutant dystopia rescue conspiracy milla jovovich sienna guillory oded fehr thomas kretschmann sophie vavasseur horror action science fiction
9801,Bridget Jones: The Edge of Reason,comedy romance,london england lovesickness thailand clumsy fellow to drop brick,renuee zellweger hugh grant colin firth jim broadbent gemma jones,6.1,750,london england lovesickness thailand clumsy fellow to drop brick renuee zellweger hugh grant colin firth jim broadbent gemma jones comedy romance
2116,Out of Time,thriller crime drama,miami florida double murder divorce,denzel washington eva mendes sanaa lathan john billingsley dean cain,6.1,298,miami florida double murder divorce denzel washington eva mendes sanaa lathan john billingsley dean cain thriller crime drama
9624,On Deadly Ground,action thriller,fight inuit petrol company alaska,steven seagal michael caine joan chen john c mcginley r lee ermey,4.5,104,fight inuit petrol company alaska steven seagal michael caine joan chen john c mcginley r lee ermey action thriller
14199,The Adventures of Sharkboy and Lavagirl,adventure family science fiction,imaginary friend outcast,taylor lautner taylor dooley cayden boyd david arquette kristin davis,4.4,269,imaginary friend outcast taylor lautner taylor dooley cayden boyd david arquette kristin davis adventure family science fiction
1907,The Beach,drama adventure romance thriller,hippie exotic island beach map group dynamics,leonardo dicaprio guillaume canet tilda swinton virginie ledoyen staffan kihlbom,6.3,1233,hippie exotic island beach map group dynamics leonardo dicaprio guillaume canet tilda swinton virginie ledoyen staffan kihlbom drama adventure romance thriller
4599,Raising Helen,drama comedy romance,new york pastor world of fasion loss of parents mannequin,kate hudson john corbett joan cusack hayden panettiere spencer breslin,5.9,189,new york pastor world of fasion loss of parents mannequin kate hudson john corbett joan cusack hayden panettiere spencer breslin drama comedy romance
22832,Ninja Assassin,action crime thriller,assassination assassin ninja fighter revenge ninja,rain naomie harris sung kang randall duk kim rick yune,6.2,371,assassination assassin ninja fighter revenge ninja rain naomie harris sung kang randall duk kim rick yune action crime thriller
9879,Striptease,drama thriller crime,blackmail strip club striptease police us congress,demi moore burt reynolds armand assante ving rhames robert patrick,4.4,205,blackmail strip club striptease police us congress demi moore burt reynolds armand assante ving rhames robert patrick drama thriller crime
38579,Marmaduke,family comedy,,owen wilson emma stone george lopez christopher mintzplasse steve coogan,5.0,149, owen wilson emma stone george lopez christopher mintzplasse steve coogan family comedy
44603,Hereafter,drama fantasy,,matt damon bryce dallas howard george mclaren thierry neuvic cyndi mayo davis,5.8,510, matt damon bryce dallas howard george mclaren thierry neuvic cyndi mayo davis drama fantasy
11892,Murder by Numbers,crime drama thriller,detective secret fbi homicide evidence,sandra bullock ben chaplin ryan gosling michael pitt agnes bruckner,6.0,268,detective secret fbi homicide evidence sandra bullock ben chaplin ryan gosling michael pitt agnes bruckner crime drama thriller
9691,Assassins,action adventure crime thriller,competition assassination cia bank cat,sylvester stallone antonio banderas julianne moore anatoli davydov muse watson,6.0,387,competition assassination cia bank cat sylvester stallone antonio banderas julianne moore anatoli davydov muse watson action adventure crime thriller
