id,title,genres,keywords,cast,vote_average,vote_count
1701,Con Air,Action Thriller Crime,prison ambush helicopter airport gas station,Nicolas Cage John Cusack John Malkovich Ving Rhames Nick Chinlund,6.5,1270
13027,Eagle Eye,Mystery Thriller Action,artificial intelligence washington d.c. secret identity hostage technology,Shia LaBeouf Michelle Monaghan Rosario Dawson Michael Chiklis Anthony Mackie,6.3,1018
2289,Cold Mountain,Drama,loss of lover loss of family deserter loss of father love of one's life,Jude Law Nicole Kidman Ren\u00e9e Zellweger Eileen Atkins Brendan Gleeson,6.7,533
20504,The Book of Eli,Action Thriller Science Fiction,book post-apocalyptic dystopia faith blind,Denzel Washington Gary Oldman Mila Kunis Ray Stevenson Jennifer Beals,6.6,2164
9574,Flubber,Comedy Family Science Fiction,wedding vows inventor slime green flight,Robin Williams Marcia Gay Harden Christopher McDonald Raymond J. Barry Clancy Brown,5.3,695
11618,The Haunting,Horror Thriller Fantasy Mystery,based on novel trauma castle haunted house insomnia,Liam Neeson Catherine Zeta-Jones Owen Wilson Lili Taylor Bruce Dern,5.2,369
2300,Space Jam,Animation Comedy Drama Family Fantasy,sport basketball doctor basketball team basketball game,Michael Jordan Wayne Knight Billy West Dee Bradley Baker Theresa Randle,6.5,1288
12096,The Pink Panther,Action Comedy Crime Mystery Family,robbery investigation inspector killer clouseau,Steve Martin Kevin Kline Jean Reno Beyonc\u00e9 Knowles Emily Mortimer,5.6,550
10200,The Day the Earth Stood Still,Drama Science Fiction Thriller,extraterrestrial technology spacecraft ultimatum evacuation panic,Keanu Reeves Jennifer Connelly Kathy Bates Jaden Smith John Cleese,5.2,1043
8834,Conspiracy Theory,Action Drama Mystery Thriller,new york cia helicopter assassin secret,Mel Gibson Julia Roberts Patrick Stewart Cylk Cozart Steve Kahan,6.5,431
228150,Fury,War Drama Action,world war ii nazis war nazi germany panzer,Brad Pitt Shia LaBeouf Logan Lerman Michael Pe\u00f1a Jon Bernthal,7.4,3946
6068,Six Days Seven Nights,Action Adventure Comedy Romance,overleven family guy,Harrison Ford Anne Heche David Schwimmer Jacqueline Obradors Temuera Morrison,5.6,332
41515,Yogi Bear,Comedy Family Animation Adventure,picnic sandwich bear 3d yogi,Dan Aykroyd Justin Timberlake Anna Faris Tom Cavanagh Christine Taylor,5.2,220
9023,Spirit: Stallion of the Cimarron,Western Animation Adventure Comedy Family,human being freedom mustang rivalry wildlife,Matt Damon James Cromwell Daniel Studi Chopper Bernet Jeff LeBeau,7.4,831
38317,Zookeeper,Comedy Romance Family,talking animal scientist german accent ostrich monkey,Kevin James Rosario Dawson Sylvester Stallone Nick Nolte Jon Favreau,5.3,498
2157,Lost in Space,Adventure Family Science Fiction,time travel sabotage deep space explorer,Gary Oldman William Hurt Matt LeBlanc Mimi Rogers Heather Graham,5.0,388
14462,The Manchurian Candidate,Drama Thriller Mystery,senator gulf war canoe kuwait conspiracy,Denzel Washington Meryl Streep Liev Schreiber Jon Voight Kimberly Elise,6.2,393
159824,Hotel Transylvania 2,Animation Comedy Family,transylvania hotel witch technology magic,Adam Sandler Andy Samberg Selena Gomez Kevin James Steve Buscemi,6.7,1497
49948,Fantasia 2000,Animation Family Music,orchestra musical segments,Steve Martin Itzhak Perlman Quincy Jones Bette Midler James Earl Jones,7.0,292
2135,The Time Machine,Science Fiction Adventure Action,future time machine,Guy Pearce Mark Addy Phyllida Law Sienna Guillory Laura Kirk,5.8,631
9822,Mighty Joe Young,Action Adventure Family Fantasy,gorilla dying and death,Charlize Theron Rade Serbedzija Bill Paxton Regina King Peter Firth,5.9,208
9705,Swordfish,Action Crime Thriller,female nudity hacker terrorism violence ex-con,John Travolta Hugh Jackman Halle Berry Don Cheadle Sam Shepard,6.1,932
1656,The Legend of Zorro,Action Adventure,california spy father son relationship mexico hero,Antonio Banderas Catherine Zeta-Jones Adri\u00e1n Alonso Barona Julio Oscar Mechoso Nick Chinlund,5.9,893
12159,What Dreams May Come,Drama Fantasy Romance,paradise soul underworld heaven painting,Robin Williams Cuba Gooding Jr. Annabella Sciorra Max von Sydow Jessica Brooks Grant,6.8,577
9678,Little Nicky,Comedy Fantasy Romance,father son relationship brother sister relationship mephisto bulldogg,Adam Sandler Patricia Arquette Harvey Keitel Rhys Ifans Tom Lister Jr.,5.2,438
4442,The Brothers Grimm,Adventure Fantasy Action Comedy Thriller,brother brother relationship literature aftercreditsstinger,Heath Ledger Matt Damon Mackenzie Crook Roger Ashton-Griffiths Peter Stormare,5.6,818
75,Mars Attacks!,Comedy Fantasy Science Fiction,saving the world total destruction white house mars usa president,Jack Nicholson Glenn Close Annette Bening Pierce Brosnan Danny DeVito,6.1,1509
9433,The Edge,Action Adventure Drama,photographer grizzly bear wilderness airplane supermodel,Alec Baldwin Anthony Hopkins Elle Macpherson Harold Perrineau L.Q. Jones,6.7,349
19959,Surrogates,Action Science Fiction Thriller,clone dystopia,Bruce Willis Radha Mitchell Rosamund Pike James Cromwell Ving Rhames,5.9,1195
11973,Thirteen Days,Drama Thriller,usa president atomic bomb john f. kennedy kubakrise threat,Kevin Costner Bruce Greenwood Steven Culp Dylan Baker Shawn Driscoll,6.9,189
11228,Daylight,Action Adventure Thriller,taxi new jersey helicopter river hero,Sylvester Stallone Amy Brenneman Viggo Mortensen Dan Hedaya Jay O. Sanders,5.8,378
77951,Walking With Dinosaurs,Animation Family Adventure,dinosaur 3d,Charlie Rowe Justin Long Karl Urban Angourie Rice John Leguizamo,5.2,133
5491,Battlefield Earth,Action Science Fiction War,based on novel post-apocalyptic dystopia mining fighter jet,John Travolta Barry Pepper Forest Whitaker Kim Coates Sabine Karsenti,3.0,255
10715,Looney Tunes: Back in Action,Animation Comedy Family,spy duck bunny wretch film industry,Brendan Fraser Jenna Elfman Steve Martin Timothy Dalton Heather Locklear,5.6,297
10197,Nine,Drama Music Romance,memory sidewalk cafe room key driving a car coastline,Judi Dench Daniel Day-Lewis Marion Cotillard Pen\u00e9lope Cruz Sophia Loren,5.1,165
9562,Timeline,Action Adventure Science Fiction,professor time travel quantum mechanics hundred years' war excavation,Paul Walker Frances O'Connor Gerard Butler Billy Connolly David Thewlis,5.4,318
9922,The Postman,Drama Adventure,usa post postman army apocalypse,Kevin Costner Will Patton Olivia Williams Larenz Tate Tom Petty,6.1,299
9447,Babe: Pig in the City,Adventure Comedy Drama Family Fantasy,piggy bank shortage of money pig farm piglet,James Cromwell Mary Stein Mickey Rooney Magda Szubanski E.G. Daily,5.2,305
274854,The Last Witch Hunter,Fantasy Action Adventure,new york witch uprising witch hunter,Vin Diesel Rose Leslie Elijah Wood \u00d3lafur Darri \u00d3lafsson Rena Owen,5.7,1316
8870,Red Planet,Thriller Action Science Fiction,mars future astronaut science catastrophe,Val Kilmer Carrie-Anne Moss Benjamin Bratt Tom Sizemore Simon Baker,5.4,267
9992,Arthur and the Invisibles,Adventure Fantasy Animation Family,grandfather grandson relationship wretch treasure hunt disappearance family,Freddie Highmore Mia Farrow Ron Crawford Penny Balfour Doug Rand,6.0,639
36970,Oceans,Documentary Family,ocean sea fish whale duringcreditsstinger,Pierce Brosnan Jacques Perrin Rie Miyazawa Aldo Baglio Matthias Brandt,7.3,111
10077,A Sound of Thunder,Thriller Science Fiction Adventure Action,dying and death time travel romance dinosaur,Heike Makatsch Armin Rohde David Oyelowo Wilfried Hochholdinger Edward Burns,4.8,111
76649,Pompeii,Action Adventure History Romance Drama,gladiator arena gladiator fight lava roman,Kit Harington Carrie-Anne Moss Emily Browning Adewale Akinnuoye-Agbaje Jessica Lucas,5.2,1267
453,A Beautiful Mind,Drama Romance,individual schizophrenia massachusetts love of one's life intelligence,Russell Crowe Ed Harris Jennifer Connelly Christopher Plummer Paul Bettany,7.7,3009
8587,The Lion King,Family Animation Drama,loss of parents wild boar uncle shaman redemption,Jonathan Taylor Thomas Matthew Broderick James Earl Jones Jeremy Irons Moira Kelly,8.0,5376
72545,Journey 2: The Mysterious Island,Adventure Action Science Fiction,mission mysterious island missing person duringcreditsstinger 3d,Dwayne Johnson Josh Hutcherson Kristin Davis Vanessa Hudgens Luis Guzm\u00e1n,5.8,1030
109451,Cloudy with a Chance of Meatballs 2,Animation Family Comedy,inventor food scientist,Bill Hader Anna Faris James Caan Will Forte Andy Samberg,6.4,915
9533,Red Dragon,Crime Thriller Horror,psychopath serial killer fbi agent,Anthony Hopkins Edward Norton Ralph Fiennes Harvey Keitel Emily Watson,6.7,1115
2023,Hidalgo,Western Adventure,horse race horse racehorse,Viggo Mortensen Zuleikha Robinson Omar Sharif Adam Alexi-Malle Louise Lombard,6.5,318
71880,Jack and Jill,Comedy,duringcreditsstinger,Adam Sandler Katie Holmes Al Pacino Eugenio Derbez Tim Meadows,4.1,604
584,2 Fast 2 Furious,Action Crime Thriller,miami car race sports car los angeles car,Paul Walker Tyrese Gibson Eva Mendes Cole Hauser Ludacris,6.2,2028
309809,The Little Prince,Adventure Animation Fantasy,philosophy utopia airplane adventure dystopia,Jeff Bridges Rachel McAdams Paul Rudd Marion Cotillard James Franco,7.6,756
4858,The Invasion,Science Fiction Thriller,remake alien escape alien invasion alien infection,Nicole Kidman Daniel Craig Jeremy Northam Jeffrey Wright Jackson Bond,5.7,359
328111,The Secret Life of Pets,Animation Family,pet bunny anthropomorphism dog animal,Louis C.K. Eric Stonestreet Kevin Hart Jenny Slate Lake Bell,5.9,3462
8698,The League of Extraordinary Gentlemen,Fantasy Action Thriller Science Fiction,saving the world vampire bite men invisible man,Sean Connery Peta Wilson Shane West Stuart Townsend Jason Flemyng,5.7,1155
93456,Despicable Me 2,Animation Comedy Family,secret agent bakery falling in love father daughter relationship duringcreditsstinger,Steve Carell Kristen Wiig Benjamin Bratt Miranda Cosgrove Russell Brand,7.0,4637
602,Independence Day,Action Adventure Science Fiction,spacecraft patriotism countdown independence invasion,Will Smith Bill Pullman Jeff Goldblum Mary McDonnell Judd Hirsch,6.7,3260
330,The Lost World: Jurassic Park,Adventure Action Science Fiction,exotic island dna paleontology tyrannosaurus rex velociraptor,Jeff Goldblum Julianne Moore Pete Postlethwaite Richard Attenborough Vince Vaughn,6.2,2487
953,Madagascar,Family Animation,lion hippopotamus giraffe penguin zebra,Ben Stiller Chris Rock David Schwimmer Jada Pinkett Smith Sacha Baron Cohen,6.6,3237
9693,Children of Men,Drama Action Thriller Science Fiction,police state hippie rebel miracle future,Clive Owen Michael Caine Julianne Moore Charlie Hunnam Chiwetel Ejiofor,7.4,2071
36657,X-Men,Adventure Action Science Fiction,mutant marvel comic superhero based on comic book superhuman,Patrick Stewart Hugh Jackman Ian McKellen Halle Berry Famke Janssen,6.8,4097
8909,Wanted,Action Thriller Crime,assassin loss of father secret society mission of murder revenge,Angelina Jolie James McAvoy Morgan Freeman Thomas Kretschmann Terence Stamp,6.4,2528
9802,The Rock,Action Adventure Thriller,san francisco fbi gas attack alcatraz hostage situation,Sean Connery Nicolas Cage Ed Harris John Spencer David Morse,6.9,1456
950,Ice Age: The Meltdown,Animation Family Comedy Adventure,mammoth sloth ice age barrier ice ice melting,Ray Romano John Leguizamo Denis Leary Queen Latifah Seann William Scott,6.5,2951
1824,50 First Dates,Comedy Romance,deja vu amnesia hawaii ladykiller romantic comedy,Adam Sandler Drew Barrymore Rob Schneider Sean Astin Lusia Strus,6.6,2105
2976,Hairspray,Family Comedy Music Romance,races dream dance television tv show,John Travolta Michelle Pfeiffer Christopher Walken James Marsden Queen Latifah,6.5,709
11026,Exorcist: The Beginning,Horror Mystery Thriller,secret obsession exorcism remake priest,Stellan Skarsg\u00e5rd Izabella Scorupco James D'Arcy Julian Wadham Remy Sweeney,4.7,183
332,Inspector Gadget,Action Adventure Comedy Family,gadget,Matthew Broderick Rupert Everett Joely Fisher Michelle Trachtenberg Andy Dick,4.3,318
75656,Now You See Me,Thriller Crime,paris bank secret fbi vault,Jesse Eisenberg Mark Ruffalo Woody Harrelson M\u00e9lanie Laurent Isla Fisher,7.3,5487
38365,Grown Ups,Comedy,overweight swing foot convertible arrow,Adam Sandler Salma Hayek Maria Bello Steve Buscemi Maya Rudolph,6.0,1705
594,The Terminal,Comedy Drama,new york airport marriage proposal translation craftsman,Tom Hanks Catherine Zeta-Jones Stanley Tucci Chi McBride Diego Luna,7.0,1910
15189,Hotel for Dogs,Comedy Family,adoption puppy pitbull orphan foster home,Emma Roberts Jake T. Austin Don Cheadle Johnny Simmons Kyla Pratt,5.7,202
11678,Vertical Limit,Action Adventure Thriller,himalaya pakistan climbing k2 mountaineering,Chris O'Donnell Robin Tunney Bill Paxton Scott Glenn Izabella Scorupco,5.9,283
6538,Charlie Wilson's War,Comedy Drama History,washington d.c. alcohol cia helicopter refugee camp,Tom Hanks Philip Seymour Hoffman Julia Roberts Amy Adams Om Puri,6.5,338
10555,Shark Tale,Animation Action Comedy Family,fish hero mission of murder threat to death secret love,Will Smith Robert De Niro Ren\u00e9e Zellweger Jack Black Angelina Jolie,5.8,1557
1125,Dreamgirls,Drama,music record manager black people adultery soul,Jamie Foxx Beyonc\u00e9 Knowles Eddie Murphy Danny Glover Jennifer Hudson,6.6,284
4551,Be Cool,Comedy Crime,baseball bat widow recording contract recording studio russian mafia,John Travolta Uma Thurman Vince Vaughn Cedric the Entertainer Andr\u00e9 Benjamin,5.4,292
612,Munich,Drama Action History Thriller,paris assassination israel hotel room 1970s,Eric Bana Daniel Craig Ciar\u00e1n Hinds Mathieu Kassovitz Hanns Zischler,6.9,696
9567,Tears of the Sun,Action Drama War,u.s. army nigeria president,Bruce Willis Monica Bellucci Cole Hauser Eamonn Walker Johnny Messner,6.4,573
37821,Killers,Action Comedy Thriller Romance,assassin,Katherine Heigl Ashton Kutcher Tom Selleck Catherine O'Hara Alex Borstein,5.7,772
203801,The Man from U.N.C.L.E.,Comedy Action Adventure,spy cold war remake based on tv series buddy cop,Henry Cavill Armie Hammer Alicia Vikander Elizabeth Debicki Luca Calvani,7.1,2265
2539,Spanglish,Comedy,upper class mother single parent parents kids relationship wife husband relationship,Adam Sandler T\u00e9a Leoni Paz Vega Cloris Leachman Shelbie Bruce,5.8,369
9297,Monster House,Animation Comedy Family Fantasy,monster secret toy children neighbor,Ryan Newman Steve Buscemi Mitchel Musso Sam Lerner Spencer Locke,6.3,874
3172,Bandits,Action Comedy Crime Romance,prison,Bruce Willis Billy Bob Thornton Cate Blanchett Troy Garity William Converse-Roberts,6.2,302
6520,First Knight,Action Adventure Drama Romance,camelot knight king arthur excalibur knights of the round table,Sean Connery Richard Gere Julia Ormond Ben Cross Liam Cunningham,5.9,311
1439,Anna and the King,Drama History Romance,civil war father son relationship east india trading company traitor death penalty,Jodie Foster Chow Yun-fat Bai Ling Tom Felton Randall Duk Kim,6.4,197
37958,Immortals,Fantasy Action Drama,poison army zeus poseidon spear,Mickey Rourke Kellan Lutz Isabel Lucas Henry Cavill Luke Evans,5.7,880
2026,Hostage,Mystery Drama Thriller Crime,fbi kidnapping police operation home invasion hostage situation,Bruce Willis Kevin Pollak Jimmy Bennett Michelle Horn Ben Foster,6.2,512
7450,Titan A.E.,Animation Action Science Fiction Family Adventure,monster galaxy dystopia space alien,Matt Damon Bill Pullman Drew Barrymore John Leguizamo Nathan Lane,6.3,313
11375,Hollywood Homicide,Action Adventure Comedy Thriller,rap music hitman,Harrison Ford Josh Hartnett Lena Olin Bruce Greenwood Isaiah Washington,5.0,166
9425,Soldier,Action War Science Fiction,space marine dystopia alien planet genetic engineering,Kurt Russell Jason Scott Lee Jason Isaacs Connie Nielsen Sean Pertwee,6.1,221
25769,Carriers,Action Drama Horror Science Fiction Thriller,beach desperation infection survival biohazard,Lou Taylor Pucci Chris Pine Piper Perabo Emily VanCamp Christopher Meloni,5.8,282
11866,Flight of the Phoenix,Action Adventure Drama Thriller,robbery water gobi desert disaster airplane crash,Dennis Quaid Tyrese Gibson Giovanni Ribisi Miranda Otto Hugh Laurie,5.7,276
9741,Unbreakable,Science Fiction Thriller Drama,father son relationship train accident comic book marriage crisis invulnerability,Bruce Willis Samuel L. Jackson Robin Wright Spencer Treat Clark John Patrick Amedori,6.9,1946
211672,Minions,Family Animation Adventure Comedy,assistant aftercreditsstinger duringcreditsstinger evil mastermind minions,Sandra Bullock Jon Hamm Michael Keaton Allison Janney Steve Coogan,6.4,4571
23629,Sucker Punch,Action Fantasy Thriller,brothel fantasy asylum reality escape,Emily Browning Abbie Cornish Jena Malone Vanessa Hudgens Jamie Chung,5.9,1623
8688,Snake Eyes,Crime Mystery,casino political activism boxer mission of murder boxing match,Nicolas Cage Gary Sinise John Heard Carla Gugino Tamara Tunie,5.8,327
10153,Sphere,Science Fiction,ocean extraterrestrial technology space marine paranoia raumschiffabsturz,Dustin Hoffman Sharon Stone Samuel L. Jackson Peter Coyote Liev Schreiber,5.8,476
153518,The Angry Birds Movie,Family Animation,island bird pig talking animal based on video game,Jason Sudeikis Josh Gad Danny McBride Maya Rudolph Bill Hader,5.9,1022
8676,Fool's Gold,Romance Comedy Adventure,helicopter cemetery boat mexican standoff sword,Matthew McConaughey Kate Hudson Donald Sutherland Ewen Bremner Alexis Dziena,5.4,444
20829,Funny People,Comedy Drama,comedian cancer bromance stand-up comedian,Adam Sandler Seth Rogen Leslie Mann Eric Bana Jonah Hill,5.7,390
4349,The Kingdom,Thriller Action Drama,assassination assassin terrorist explosive fbi,Jamie Foxx Jennifer Garner Chris Cooper Jason Bateman Ali Suliman,6.5,513
9718,Talladega Nights: The Ballad of Ricky Bobby,Comedy,north carolina prayer family dinner advertising divorce,Will Ferrell John C. Reilly Sacha Baron Cohen Gary Cole Michael Clarke Duncan,6.2,491
10808,Dr. Dolittle 2,Comedy Family Romance Fantasy,veterinarian forest bear animal animal protection,Eddie Murphy Kristen Wilson Raven-Symon\u00e9 Kyla Pratt Mandy Moore,4.9,410
197,Braveheart,Action Drama History War,individual scotland in love with enemy legend independence,Mel Gibson Catherine McCormack Sophie Marceau Patrick McGoohan Angus Macfadyen,7.7,3336
25,Jarhead,Drama War,sniper marine corps saudi arabia petrol golf war,Jamie Foxx Jake Gyllenhaal Scott MacDonald Lucas Black Peter Sarsgaard,6.6,765
35,The Simpsons Movie,Animation Comedy Family,father son relationship lake springfield the simpsons duff beer,Dan Castellaneta Julie Kavner Nancy Cartwright Yeardley Smith Hank Azaria,6.9,2264
11086,The Majestic,Drama Romance,california falsely accused prosecution anti-communism hollywood,Jim Carrey Martin Landau Laurie Holden David Ogden Stiers Hal Holbrook,6.6,188
10477,Driven,Action,competition running career idol racing car,Kip Pardue Robert Sean Leonard Til Schweiger Estella Warren Sylvester Stallone,4.5,179
1997,Two Brothers,Adventure Drama Family,brother brother relationship loss of brother cambodia chase tiger,Ma\u00ef Anh Le Guy Pearce Oanh Nguyen Jaran 'See Tao' Petcharoen St\u00e9phanie Lagarde,6.9,180
6947,The Village,Drama Mystery Thriller,secret forest rural setting blindness courtship,Bryce Dallas Howard Joaquin Phoenix Adrien Brody William Hurt Sigourney Weaver,6.2,1071
3050,Doctor Dolittle,Comedy Family Fantasy,talking to animals woman director,Eddie Murphy Ossie Davis Oliver Platt Peter Boyle Richard Schiff,5.4,686
2675,Signs,Drama Thriller Science Fiction Mystery,symbolism water farm faith alien,Mel Gibson Joaquin Phoenix Rory Culkin Abigail Breslin Cherry Jones,6.4,1599
809,Shrek 2,Adventure Animation Comedy Family Fantasy,prison magic liberation honeymoon parents-in-law,Mike Myers Eddie Murphy Cameron Diaz Julie Andrews Antonio Banderas,6.7,2988
920,Cars,Animation Adventure Comedy Family,car race car journey village and town auto route 66,Owen Wilson Paul Newman Bonnie Hunt Larry the Cable Guy Tony Shalhoub,6.6,3877
4806,Runaway Bride,Comedy Romance,small town self-discovery just married reporter wedding,Julia Roberts Richard Gere Joan Cusack Rita Wilson H\u00e9ctor Elizondo,5.7,455
7451,xXx,Action Adventure Thriller,sports car biological weapon cold war russian prague,Vin Diesel Asia Argento Samuel L. Jackson Danny Trejo Leila Arcieri,5.8,1424
228165,The SpongeBob Movie: Sponge Out of Water,Animation Adventure Comedy Family,ocean sea star water comedy,Tom Kenny Bill Fagerbakke Rodger Bumpass Clancy Brown Carolyn Lawrence,5.8,719
3595,Ransom,Action Thriller,bounty loss of child yellow press fbi baby-snatching,Mel Gibson Gary Sinise Delroy Lindo Rene Russo Lili Taylor,6.4,470
16869,Inglourious Basterds,Drama Action Thriller War,paris guerrilla cinema self sacrifice dynamite,Brad Pitt M\u00e9lanie Laurent Christoph Waltz Eli Roth Michael Fassbender,7.9,6430
879,Hook,Adventure Fantasy Comedy Family,flying swordplay sword fantasy peter pan,Robin Williams Dustin Hoffman Julia Roberts Bob Hoskins Maggie Smith,6.6,1532
1573,Die Hard 2,Action Thriller,ambush helicopter journalist based on novel airport,Bruce Willis Bonnie Bedelia William Atherton Reginald VelJohnson Franco Nero,6.6,1896
9257,S.W.A.T.,Action Thriller Crime,liberation transport of prisoners special unit weapon los angeles,Samuel L. Jackson Colin Farrell Michelle Rodriguez LL Cool J Josh Charles,5.8,770
1903,Vanilla Sky,Drama Mystery Romance Science Fiction Thriller,amnesia ex-girlfriend virtual reality,Tom Cruise Pen\u00e9lope Cruz Cameron Diaz Kurt Russell Jason Lee,6.5,1078
9697,Lady in the Water,Drama Thriller Fantasy Mystery,fortune teller religion and supernatural supernatural powers mythical creature hell,Paul Giamatti Jeffrey Wright Bob Balaban Sarita Choudhury Cindy Cheung,5.3,409
395,AVP: Alien vs. Predator,Adventure Science Fiction Action,saving the world predator laserpointer space marine pyramid,Sanaa Lathan Raoul Bova Ewen Bremner Colin Salmon Tommy Flanagan,5.5,1217
23398,Alvin and the Chipmunks: The Squeakquel,Comedy Family Animation Fantasy Music,chipmunk cgi based on tv series aftercreditsstinger duringcreditsstinger,Zachary Levi David Cross Jason Lee Justin Long Matthew Gray Gubler,5.4,666
10590,We Were Soldiers,Action History War,vietnam veteran missile vietnam war army major,Mel Gibson Greg Kinnear Madeleine Stowe Sam Elliott Chris Klein,6.7,521
117263,Olympus Has Fallen,Action Thriller,white house secret service terrorist attack,Gerard Butler Aaron Eckhart Angela Bassett Morgan Freeman Radha Mitchell,6.2,2981
200,Star Trek: Insurrection,Science Fiction Action Adventure Thriller,space opera retribution spacecraft officer exploding ship,Patrick Stewart Jonathan Frakes Brent Spiner LeVar Burton Michael Dorn,6.3,391
44943,Battle: Los Angeles,Action Science Fiction,saving the world hero marine corps chaos retirement,Aaron Eckhart Ram\u00f3n Rodr\u00edguez Will Rothhaar Cory Hardrict Jim Parrack,5.5,1448
587,Big Fish,Adventure Fantasy Drama,circus father son relationship witch fish fishing,Ewan McGregor Albert Finney Billy Crudup Jessica Lange Helena Bonham Carter,7.6,1994
10395,Wolf,Fantasy,adultery heal bite werewolf,Jack Nicholson Christopher Plummer James Spader Michelle Pfeiffer Kate Nelligan,6.0,216
57212,War Horse,Drama War,world war i horse farm life execution trapped,Tom Hiddleston Benedict Cumberbatch Toby Kebbell Emily Watson Jeremy Irvine,7.0,992
152760,The Monuments Men,War Drama History Action,world war ii nazis art theft post world war ii,Matt Damon Cate Blanchett George Clooney Bill Murray John Goodman,5.8,1523
2756,The Abyss,Adventure Action Thriller Science Fiction,ocean sea diving suit flying saucer nuclear missile,Ed Harris Mary Elizabeth Mastrantonio Michael Biehn Leo Burmester Todd Graff,7.1,808
33909,Wall Street: Money Never Sleeps,Drama Crime,duringcreditsstinger,Michael Douglas Shia LaBeouf Josh Brolin Carey Mulligan Frank Langella,5.8,493
49017,Dracula Untold,Horror Action Drama Fantasy War,vampire dracula bite battle 15th century,Luke Evans Sarah Gadon Dominic Cooper Art Parkinson Charles Dance,6.2,2389
9882,The Siege,Drama Action Thriller Crime,islam muslim car bomb fbi agent,Denzel Washington Annette Bening Bruce Willis Tony Shalhoub Sami Bouajila,6.0,352
2270,Stardust,Adventure Fantasy Romance Family,witch based on novel new love prince beauty,Claire Danes Charlie Cox Michelle Pfeiffer Robert De Niro Sienna Miller,7.1,1184
978,Seven Years in Tibet,Adventure Drama History,buddhism himalaya austria mountains buddhist monk,Brad Pitt Jamyang Jamtsho Wangchuk David Thewlis BD Wong Mako,7.0,630
44564,The Dilemma,Comedy Drama,adultery infidelity secret investigation friendship,Kevin James Vince Vaughn Winona Ryder Jennifer Connelly Queen Latifah,5.2,304
3132,Bad Company,Action Adventure Comedy Thriller,ambush cia assassin nightclub hustler,Anthony Hopkins Chris Rock Peter Stormare Gabriel Macht Kerry Washington,5.4,228
8814,Doom,Adventure Action Horror,teleportation based on video game severed ear future war wisecrack humor,Dwayne Johnson Karl Urban Rosamund Pike Ben Daniels Deobia Oparei,5.0,609
8427,I Spy,Action Adventure Comedy Thriller,budapest kidnapping boxer secret agent liberation of hostage,Eddie Murphy Owen Wilson Famke Janssen Keith Dallas Malcolm McDowell,5.2,269
52520,Underworld: Awakening,Fantasy Action Horror,vampire daughter hybrid child vampire werewolf,Kate Beckinsale Stephen Rea Michael Ealy Theo James India Eisley,6.1,1862
80585,Rock of Ages,Comedy Drama Music Romance,musical rocker teenager young love rock sta,Julianne Hough Diego Boneta Tom Cruise Alec Baldwin Russell Brand,6.0,385
10592,Hart's War,Drama War,black people world war ii prisoners of war u.s. army war,Bruce Willis Colin Farrell Terrence Howard Marcel Iure\u0219 Cole Hauser,5.9,241
49021,Killer Elite,Action Adventure Thriller,rescue,Jason Statham Clive Owen Robert De Niro Dominic Purcell Yvonne Strahovski,6.1,695
11535,Rollerball,Action Science Fiction Thriller,manager arena dystopia wrestling sport,Chris Klein LL Cool J Rebecca Romijn Naveen Andrews Jean Reno,3.4,106
11258,Hard Rain,Thriller,sheriff rain evacuation armored car crook,Morgan Freeman Christian Slater Randy Quaid Minnie Driver Ed Asner,5.5,179
12610,Osmosis Jones,Adventure Animation Action Comedy Family,cold flu lethal virus construction worker,Chris Rock Laurence Fishburne David Hyde Pierce Brandy Norwood Bill Murray,5.9,228
201088,Blackhat,Crime Drama Mystery,terrorist technology anti hero hacker computer virus,Chris Hemsworth Leehom Wang Tang Wei Viola Davis Holt McCallany,5.1,826
5137,Sky Captain and the World of Tomorrow,Mystery Action Thriller Science Fiction Adventure,london england himalaya journalist killer robot computer war,Jude Law Gwyneth Paltrow Giovanni Ribisi Angelina Jolie Bai Ling,5.7,439
3093,Basic Instinct 2,Crime Mystery Thriller,male nudity sex legs soho london playing god,Sharon Stone David Morrissey Charlotte Rampling David Thewlis Stan Collymore,4.6,180
107846,Escape Plan,Action Thriller,prison muslim ship mystery science fiction,Sylvester Stallone Arnold Schwarzenegger Jim Caviezel Vinnie Jones 50 Cent,6.7,1659
188207,The Legend of Hercules,Action Adventure,mythology zeus ancient greece demigod city of argos,Kellan Lutz Liam McIntyre Gaia Weiss Scott Adkins Roxanne McKee,4.4,533
4614,The Sum of All Fears,Thriller Action Drama,cia terrorist atomic bomb cold war nuclear explosion,Ben Affleck Morgan Freeman James Cromwell Ken Jenkins Liev Schreiber,5.9,437
24021,The Twilight Saga: Eclipse,Adventure Fantasy Drama Romance,vampire graduation bite immortality werewolf,Kristen Stewart Robert Pattinson Taylor Lautner Ashley Greene Peter Facinelli,5.8,2301
11371,The Score,Action Crime Thriller,quebec jewel scepter customs house jewelry heist,Robert De Niro Edward Norton Marlon Brando Angela Bassett Paul Soles,6.7,423
20352,Despicable Me,Animation Family,adoptive father orphanage life's dream rivalry stealing,Steve Carell Jason Segel Russell Brand Julie Andrews Will Arnett,7.1,6478
11517,Money Train,Action Comedy Crime,brother brother relationship subway new york city new york subway train robbery,Wesley Snipes Woody Harrelson Jennifer Lopez Robert Blake Chris Cooper,5.4,222
214756,Ted 2,Comedy,sperm bank sequel buddy courthouse teddy bear,Mark Wahlberg Seth MacFarlane Amanda Seyfried Jessica Barth Giovanni Ribisi,6.2,2463
